                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6717,                  9.784,                 0.7773,                 2.4701,                 3.1736,                0.85301,                      1,                0.95348,                0.63277,                      0,                      0,                      0,                      0,                0.99918,                 8.8205,                0.19181,                 0.7935,                  1.367,                0.00012,                0.00012,                0.00012
